,time stamp,Head X position,Head Y position,Head Z position,Head X rotation,Head Y rotation,Head Z rotation,Lhand X position,Lhand Y position,Lhand Z position,Lhand X rotation,Lhand Y rotation,Lhand Z rotation,Rhand X position,Rhand Y position,Rhand Z position,Rhand X rotation,Rhand Y rotation,Rhand Z rotation
,3/28/2022 12:18:02 PM,0.5528833,1.613365,-0.6744657,0.4074881,0.2973115,-0.1193649,0.6520416,1.298614,-0.4651952,-0.1462084,0.4618634,-0.3407011,-0.8203838,1.757423,-0.5824264,0,0.6971269,0
,3/28/2022 12:18:02 PM,0.5524254,1.614106,-0.674383,0.4057109,0.2976648,-0.1172246,0.6518115,1.298495,-0.4649687,-0.1447674,0.4619545,-0.3397215,-0.8205171,1.757423,-0.5831436,0,0.6965726,0
,3/28/2022 12:18:02 PM,0.5520673,1.614552,-0.6743448,0.4048022,0.297638,-0.1160341,0.6517302,1.298447,-0.4648872,-0.1446458,0.4620079,-0.3396182,-0.820555,1.757423,-0.5833484,0,0.6965584,0
,3/28/2022 12:18:02 PM,0.5516927,1.614978,-0.6743017,0.4039731,0.2975143,-0.1148932,0.6516184,1.298406,-0.4647984,-0.1446458,0.4620079,-0.3396182,-0.8206129,1.757423,-0.5836653,0,0.6965584,0
,3/28/2022 12:18:02 PM,0.5513216,1.615399,-0.6742591,0.4031509,0.297391,-0.1137627,0.6515076,1.298365,-0.4647104,-0.1446458,0.4620079,-0.3396182,-0.8206702,1.757423,-0.5839791,0,0.6965584,0
,3/28/2022 12:18:02 PM,0.5508124,1.616005,-0.6742656,0.4021646,0.2972884,-0.1125249,0.6518477,1.298316,-0.4648749,-0.1443043,0.462417,-0.3390239,-0.8204675,1.757423,-0.5828747,0,0.6965584,0
,3/28/2022 12:18:02 PM,0.5504797,1.616406,-0.6742806,0.4015431,0.297232,-0.1117675,0.652151,1.298285,-0.4650294,-0.1440247,0.4627517,-0.3385375,-0.8202885,1.757423,-0.5818999,0,0.6965584,0
,3/28/2022 12:18:02 PM,0.5496765,1.61681,-0.674175,0.4011237,0.2957475,-0.1102992,0.6513985,1.29825,-0.4646812,-0.1434585,0.461954,-0.3385217,-0.820809,1.757423,-0.5847485,0,0.6958138,0
,3/28/2022 12:18:02 PM,0.5491241,1.617368,-0.674329,0.4003434,0.2952936,-0.1090015,0.651737,1.2982,-0.4648586,-0.1434136,0.4624331,-0.3383233,-0.8206083,1.757423,-0.5836483,0,0.6962947,0
,3/28/2022 12:18:02 PM,0.5487924,1.617695,-0.6744162,0.3998873,0.2950042,-0.1082294,0.6519172,1.29817,-0.4649535,-0.1433784,0.4626932,-0.3382104,-0.820504,1.757423,-0.5830702,0,0.6965581,0
,3/28/2022 12:18:02 PM,0.5484185,1.618021,-0.674567,0.3993943,0.2951672,-0.1074327,0.6519529,1.29814,-0.4650545,-0.1438776,0.4625213,-0.3383602,-0.8204697,1.757423,-0.5828894,0,0.6966081,0
,3/28/2022 12:18:02 PM,0.5479684,1.618393,-0.6747275,0.3988405,0.2952846,-0.1064916,0.6519369,1.298107,-0.4651425,-0.1444202,0.462261,-0.3385418,-0.8204693,1.757423,-0.5828896,0,0.696608,0
,3/28/2022 12:18:02 PM,0.5473018,1.618943,-0.6749638,0.3980209,0.295458,-0.1050974,0.6519133,1.298057,-0.4652723,-0.1452236,0.4618753,-0.3388099,-0.8204699,1.757423,-0.5828896,0,0.6966079,0
,3/28/2022 12:18:02 PM,0.5446863,1.619265,-0.6749766,0.3976745,0.2954728,-0.1044677,0.6497159,1.298029,-0.465171,-0.1455469,0.4616526,-0.3389353,-0.8226306,1.757423,-0.5831681,0,0.6965581,0
,3/28/2022 12:18:02 PM,0.5400217,1.619517,-0.6748874,0.3976745,0.2954728,-0.1044677,0.6455564,1.298013,-0.4649212,-0.1455469,0.4616526,-0.3389353,-0.8267581,1.757423,-0.5836059,0,0.6965581,0
,3/28/2022 12:18:02 PM,0.5278515,1.619803,-0.674747,0.3975927,0.2951364,-0.1034089,0.6343112,1.297951,-0.4645729,-0.1455469,0.4616526,-0.3389353,-0.8380849,1.757423,-0.5827225,0,0.6965581,0
,3/28/2022 12:18:02 PM,0.5197729,1.619977,-0.6746577,0.3975284,0.2948729,-0.1025801,0.6268581,1.297906,-0.4643523,-0.1455469,0.4616526,-0.3389353,-0.8456079,1.757423,-0.5819496,0,0.6965581,0
,3/28/2022 12:18:02 PM,0.5115343,1.620156,-0.6745666,0.3974624,0.294604,-0.1017349,0.6192576,1.297859,-0.4641272,-0.1455469,0.4616526,-0.3389353,-0.8532797,1.757423,-0.5811613,0,0.6965581,0
,3/28/2022 12:18:02 PM,0.4889921,1.620482,-0.6741999,0.3975124,0.2941296,-0.1004067,0.5975014,1.297845,-0.463493,-0.1455469,0.4616526,-0.3389353,-0.8750688,1.757423,-0.5805287,0,0.6965581,0
,3/28/2022 12:18:02 PM,0.4696126,1.620744,-0.6738571,0.3976439,0.2937579,-0.0994563,0.5785495,1.297871,-0.4629234,-0.1455469,0.4616526,-0.3389353,-0.893995,1.757422,-0.5805127,0,0.6965581,0
,3/28/2022 12:18:02 PM,0.4447291,1.621001,-0.6733373,0.3976347,0.2936609,-0.09845427,0.5541527,1.297886,-0.4622643,-0.1458163,0.4616956,-0.3391142,-0.9184051,1.757422,-0.5797707,0,0.6966422,0
,3/28/2022 12:18:02 PM,0.4144806,1.621255,-0.6726113,0.3974105,0.2937633,-0.09719977,0.5243723,1.297882,-0.461478,-0.1464593,0.4615511,-0.3396612,-0.9481922,1.757422,-0.5787398,0,0.6966422,0
,3/28/2022 12:18:02 PM,0.3683536,1.621652,-0.6713222,0.3968181,0.2937881,-0.09563197,0.4787759,1.297878,-0.4600534,-0.1470371,0.4613174,-0.3402025,-0.9937562,1.757422,-0.5775331,0,0.6965582,0
,3/28/2022 12:18:03 PM,0.3353096,1.621968,-0.670259,0.396023,0.293845,-0.09498487,0.4459981,1.297879,-0.4588826,-0.1470371,0.4613174,-0.3402025,-1.026507,1.757423,-0.5765826,0,0.6965582,0
,3/28/2022 12:18:03 PM,0.3090061,1.62231,-0.6694313,0.3951584,0.2939063,-0.09428163,0.4199837,1.297879,-0.457938,-0.1470371,0.4613174,-0.3402025,-1.052491,1.757423,-0.5758774,0,0.6965582,0
,3/28/2022 12:18:03 PM,0.2749935,1.622617,-0.6682141,0.3944176,0.2939336,-0.0936036,0.3862413,1.297879,-0.4566438,-0.1470371,0.4613174,-0.3402025,-1.08622,1.757423,-0.5748407,0,0.6965582,0
,3/28/2022 12:18:03 PM,0.2227517,1.623031,-0.6657456,0.3935256,0.2938832,-0.09253676,0.334399,1.297877,-0.454159,-0.1470371,0.4613174,-0.3402025,-1.138082,1.757423,-0.5728397,0,0.6965582,0
,3/28/2022 12:18:03 PM,0.1875493,1.623358,-0.6639224,0.3928316,0.2944025,-0.0917035,0.2992384,1.297875,-0.4522182,-0.1470535,0.4611418,-0.3404133,-1.173208,1.757423,-0.5715539,0,0.6963922,0
,3/28/2022 12:18:03 PM,0.1517066,1.623755,-0.6617859,0.3919553,0.29612,-0.09091146,0.2633731,1.297872,-0.4499394,-0.1472761,0.4611664,-0.3408235,-1.209124,1.757423,-0.5687909,0,0.6963921,0
,3/28/2022 12:18:03 PM,0.1008989,1.624316,-0.6587546,0.3907209,0.2985546,-0.08978194,0.2125401,1.297868,-0.4466978,-0.1475951,0.4611998,-0.3414033,-1.260078,1.757423,-0.5648662,0,0.6963919,0
,3/28/2022 12:18:03 PM,0.06718189,1.624717,-0.6563723,0.3895523,0.3007658,-0.08922888,0.1785448,1.297872,-0.4441145,-0.1481021,0.4610366,-0.3416784,-1.294037,1.757423,-0.5624394,0,0.696329,0
,3/28/2022 12:18:03 PM,0.03199491,1.625143,-0.653696,0.3882113,0.3033719,-0.08875609,0.1430386,1.297879,-0.4412251,-0.1487693,0.4609025,-0.341909,-1.329542,1.757422,-0.5595621,0,0.696329,0
